URL,Original Price,Brand,Color,"City (LA, NYC)","Activity (Dining, PP)","Category (Dresses, Outerwear, Accesories)",Remarks
https://www.madewell.com/embroidered-denim-chore-coat-K9721.html?dwvar_K9721_color=DM2921&cgid=apparel-jacketscoats&position=15&position=15&activeChunk=0#scrollCount=0&positionInChunk=6&start=1,168,,Denim,LA,PP,Outerwear,
https://www.madewell.com/southlake-military-jacket-H8497.html?dwvar_H8497_color=BR6523&cgid=apparel-jacketscoats&position=4&position=4&activeChunk=0#scrollCount=0&positionInChunk=7&start=1,128,,Brown,"NYC, LA",PP,Outerwear,
https://www.madewell.com/the-oversized-jean-jacket-in-capstone-wash-G5117.html?dwvar_G5117_color=DM1695&cgid=apparel-jacketscoats&position=7&position=7&activeChunk=0#start=1,128,,Denim,"NYC, LA",PP,Outerwear,
https://www.madewell.com/the-jean-jacket-in-pinter-wash-F0370.html?dwvar_F0370_color=DM1310&cgid=apparel-jacketscoats&position=1&position=1&activeChunk=0,118,,Denim,"NYC, LA",PP,Outerwear,
https://www.madewell.com/the-chain-crossbody-bag-confetti-floral-edition-L2838.html?dwvar_L2838_color=EG9846&cgid=accessories-bags&position=0&position=0&activeChunk=0,88,,White,LA,PP,Bags,
https://www.madewell.com/the-westport-crossbody-bag-L1758.html?dwvar_L1758_size=ONE%20S&dwvar_L1758_color=BK5229&cgid=accessories-bags&position=1&position=1&activeChunk=0,138,,"Black, brown, red",NYC,Dining,Bags,
https://www.madewell.com/madewell-x-topo-designsreg%3B-belt-bag-L1113.html?dwvar_L1113_size=ONE%20S&dwvar_L1113_color=EB2083&cgid=accessories-bags&position=11&position=11&activeChunk=0,49,,"White, brown, black",LA,PP,Bags,
https://www.madewell.com/the-abroad-shoulder-bag-L4913.html?dwvar_L4913_size=ONE%20S&dwvar_L4913_color=OR6146&cgid=accessories-bags&position=26&position=26&activeChunk=0,168,,"Black, pink, orange","NYC, LA",PP+Dining,Bags,
https://www.madewell.com/the-leather-sling-bag-L3031.html?dwvar_L3031_size=ONE%20S&dwvar_L3031_color=BR6755&cgid=accessories-bags&position=33&position=33&activeChunk=0,118,,"Black, brown",NYC,PP+Dining,Bags,
https://www.madewell.com/the-chain-crossbody-bag-G8082.html?dwvar_G8082_size=ONE%20S&dwvar_G8082_color=YL5597&cgid=accessories-bags&position=8&position=8&activeChunk=0,88,,"Yellow, orange, black","NYC, LA",PP+Dining,Bags,
https://www.madewell.com/folk-fortune-bali-rattan-top-lid-bag-J3638.html?dwvar_J3638_color=EG7358&cgid=accessories-bags&position=28&position=28&activeChunk=0,128,,Yellow,LA,PP,Bags,
https://www.madewell.com/folk-fortune-bali-rattan-roundie-bag-J3639.html?dwvar_J3639_color=EG7358&cgid=accessories-bags&position=30&position=30&activeChunk=0,128,,Yellow,LA,PP,Bags,
https://www.madewell.com/the-holland-shoulder-bag-in-nubuck-leather-K4470.html?dwvar_K4470_color=RD5677&dwvar_K4470_size=ONE%20S&cgid=accessories-bags&position=16&position=16&activeChunk=0,148,,"Red, green",NYC,PP+Dining,Bags,
https://www.madewell.com/tribe-alivetrade%3B-bitty-crossbody-bag-M0691.html?dwvar_M0691_color=BK0001&cgid=accessories-bags&position=4&position=4&activeChunk=0,118,,Black,NYC,PP+Dining,Bags,
https://www.madewell.com/packable-mesa-straw-hat-H6578.html?dwvar_H6578_color=BR6141&dwvar_H6578_size=S-M&cgid=accessories-hats&position=5&position=5&activeChunk=0,38,,"Yellow, orange ",LA,PP,Hat,
https://www.madewell.com/stampede-strap-straw-boater-hat-L5421.html?dwvar_L5421_color=EB0038&dwvar_L5421_size=M-L&cgid=accessories-hats&position=8&position=8&activeChunk=0,48,,Yellow,LA,PP,Hat,
https://www.madewell.com/wyethtrade%3B-riley-panama-hat-L8682.html?dwvar_L8682_color=BK0001&cgid=accessories-hats&position=2&position=2&activeChunk=0,79,,Black,NYC,PP,Hat,
https://www.madewell.com/wyethtrade%3B-jackson-rancher-hat-L8671.html?dwvar_L8671_color=BK0001&cgid=accessories-hats&position=4&position=4&activeChunk=0,69,,Gray,NYC,PP,Hat,
https://www.madewell.com/wyethtrade%3B-addie-captain%27s-hat-L8863.html?dwvar_L8863_color=BL0004&cgid=accessories-hats&position=11&position=11&activeChunk=0,49,,Blue,"NYC, LA",PP,Hat,
https://www.madewell.com/glitter-fest-aviator-sunglasses-H9531.html?dwvar_H9531_color=EG9816&cgid=accessories-sunglasses&position=3&position=3&activeChunk=0,55,,,"NYC, LA",PP,Sunglasses,
https://www.madewell.com/indio-sunglasses-A3958.html?dwvar_A3958_color=WN0648&cgid=accessories-sunglasses&position=2&position=2&activeChunk=0,55,,,"NYC, LA",PP,Sunglasses,
https://www.madewell.com/madewell-x-karen-walkerreg%3B-helter-skelter-sunglasses-J7555.html?dwvar_J7555_color=EG8855&cgid=accessories-sunglasses&position=9&position=9&activeChunk=0,200,,,"NYC, LA",PP,Sunglasses,
https://www.madewell.com/callahan-sunglasses-L0550.html?dwvar_L0550_color=EG6773&cgid=accessories-sunglasses&position=7&position=7&activeChunk=0,55,,,"NYC, LA",PP,Sunglasses,
,,,,,,,
Dresses,27,,,,,,
Outerwear,15,,,,,,
Accessories,19,,,,,,
Total,61,,,,,,
,,,,,,,
NYC,49,,,,,,
LA,40,,,,,,
